fertilizer_kg_acre,rainfall_mm,temperature,seed_variety,irrigation_type,disease_status,soil_quality,baseline_yield_kg_ha,yield_kg_acre
99.2,1571.0,31.8,BG 358,Partial Irrigation,None,Average,4153.7,1723.9
69.1,1401.0,25.1,AT 362,Rainfed,Moderate,Poor,4234.9,838.4
90.4,1413.0,25.2,BG 358,Rainfed,None,Average,4153.7,1491.1
27.8,1612.0,30.6,Traditional,Rainfed,Severe,Excellent,4113.1,586.3
95.8,1361.0,30.9,BG 358,Partial Irrigation,Mild,Poor,4234.9,1391.0
116.2,1840.0,32.1,Traditional,Full Irrigation,None,Excellent,4356.7,1865.1
28.5,1395.0,25.8,BG 358,Rainfed,None,Good,4356.7,1372.6
103.6,1399.0,29.2,AT 362,Full Irrigation,Mild,Good,4234.9,2223.2
113.3,1702.0,30.6,BG 359,Full Irrigation,None,Average,4194.3,2336.4
42.6,979.0,26.2,BG 352,Rainfed,None,Excellent,4397.3,1440.5
72.5,1752.0,29.2,BG 352,Full Irrigation,None,Average,4356.7,2244.3
112.8,1556.0,30.4,BG 359,Rainfed,None,Good,4397.3,1975.1
116.0,1489.0,26.1,BG 352,Full Irrigation,Severe,Poor,4437.9,1141.6
32.8,1835.0,27.8,AT 362,Full Irrigation,None,Excellent,4397.3,1977.1
54.9,1886.0,26.2,BG 352,Full Irrigation,None,Good,4437.9,2103.5
89.8,2000.0,33.0,BG 359,Partial Irrigation,Mild,Poor,4234.9,1268.4
42.2,1387.0,26.4,BG 358,Partial Irrigation,Mild,Good,4234.9,1729.8
52.5,1325.0,25.2,BG 352,Rainfed,Moderate,Poor,4194.3,741.5
22.3,1829.0,24.4,BG 358,Partial Irrigation,Severe,Average,4194.3,648.7
35.4,1656.0,24.4,BG 359,Full Irrigation,None,Good,4356.7,2041.7
76.2,1721.0,25.9,BG 358,Rainfed,None,Excellent,4356.7,1962.4
85.3,1622.0,30.1,BG 358,Rainfed,Mild,Average,4397.3,1440.5
84.9,1905.0,24.2,BG 358,Full Irrigation,None,Poor,4153.7,1523.6
97.8,1147.0,26.9,BG 358,Partial Irrigation,Mild,Average,4275.5,1598.8
61.5,1622.0,24.6,BG 359,Partial Irrigation,None,Excellent,4153.7,1924.2
47.3,1106.0,28.0,Traditional,Rainfed,Moderate,Excellent,4437.9,821.4
21.6,1429.0,24.5,BG 359,Rainfed,Mild,Poor,4194.3,890.8
40.7,1763.0,30.1,BG 359,Full Irrigation,Mild,Poor,4153.7,1309.7
51.2,1541.0,30.9,AT 362,Partial Irrigation,None,Excellent,4316.1,1678.1
37.8,1393.0,31.3,BG 359,Full Irrigation,Severe,Good,4397.3,1235.8
22.0,2050.0,26.2,Traditional,Partial Irrigation,Mild,Good,4437.9,1056.4
35.7,1905.0,32.7,BG 359,Partial Irrigation,Moderate,Poor,4113.1,817.8
86.6,1584.0,30.9,BG 358,Rainfed,Moderate,Average,4194.3,1241.9
83.0,2135.0,24.6,BG 359,Partial Irrigation,None,Excellent,4153.7,1818.4
113.6,1452.0,28.4,AT 362,Rainfed,None,Poor,4194.3,1538.8
99.8,1924.0,31.7,BG 358,Full Irrigation,None,Poor,4275.5,1629.1
76.8,1118.0,27.1,BG 358,Partial Irrigation,Mild,Average,4194.3,1540.0
33.8,1272.0,27.8,BG 359,Full Irrigation,Mild,Good,4113.1,2176.4
76.4,1340.0,30.3,Traditional,Partial Irrigation,None,Excellent,4275.5,1365.7
26.2,1038.0,24.6,BG 358,Partial Irrigation,Severe,Good,4113.1,705.7
63.1,1552.0,33.7,BG 359,Partial Irrigation,None,Average,4194.3,1594.6
59.0,1150.0,25.7,AT 362,Partial Irrigation,Mild,Average,4113.1,977.6
62.8,1724.0,24.3,AT 362,Partial Irrigation,None,Poor,4113.1,1173.0
48.0,1147.0,24.1,BG 352,Full Irrigation,None,Average,4234.9,1305.8
88.6,1061.0,28.0,BG 358,Full Irrigation,None,Poor,4397.3,1767.2
104.1,2160.0,32.8,Traditional,Rainfed,Mild,Poor,4356.7,752.8
96.9,1756.0,32.2,Traditional,Rainfed,Mild,Good,4113.1,1116.6
82.8,2117.0,33.1,AT 362,Rainfed,None,Average,4113.1,1176.4
73.8,1537.0,29.3,BG 352,Full Irrigation,None,Good,4234.9,2472.4
23.1,943.0,28.5,BG 359,Rainfed,Mild,Poor,4316.1,846.8
92.3,1647.0,27.9,BG 352,Partial Irrigation,None,Good,4356.7,2267.7
74.5,1626.0,24.5,BG 358,Full Irrigation,Mild,Poor,4397.3,1538.4
47.1,919.0,33.1,Traditional,Rainfed,None,Good,4234.9,796.3
52.8,2020.0,29.0,BG 358,Rainfed,Moderate,Good,4153.7,1132.8
113.6,1706.0,28.6,BG 352,Rainfed,Mild,Average,4113.1,1627.7
82.4,1868.0,29.2,AT 362,Rainfed,None,Poor,4153.7,1103.1
67.6,1542.0,31.9,AT 362,Rainfed,Mild,Excellent,4113.1,1401.7
82.1,1704.0,26.2,AT 362,Partial Irrigation,None,Poor,4397.3,1515.8
61.4,1235.0,31.1,Traditional,Full Irrigation,Severe,Poor,4194.3,592.9
67.0,2166.0,31.1,AT 362,Rainfed,Mild,Average,4397.3,1094.0
49.0,1421.0,32.5,AT 362,Partial Irrigation,None,Excellent,4275.5,1615.3
64.0,1111.0,24.1,Traditional,Rainfed,Mild,Average,4275.5,735.4
88.6,973.0,25.7,BG 358,Rainfed,None,Average,4275.5,1240.5
24.0,1727.0,28.7,BG 359,Partial Irrigation,Moderate,Good,4397.3,1472.5
99.5,2178.0,32.5,BG 359,Full Irrigation,Severe,Average,4113.1,1035.2
48.3,2065.0,33.7,AT 362,Rainfed,Mild,Good,4113.1,1057.5
88.3,1813.0,29.9,BG 359,Full Irrigation,None,Average,4234.9,2301.7
84.3,2188.0,26.1,BG 359,Full Irrigation,Mild,Good,4234.9,2336.8
85.3,1840.0,25.8,BG 352,Rainfed,None,Average,4275.5,1241.3
80.8,1341.0,30.4,AT 362,Rainfed,None,Average,4356.7,1316.6
115.9,1682.0,26.1,BG 352,Rainfed,Moderate,Average,4316.1,1575.0
70.8,1004.0,29.5,BG 359,Full Irrigation,None,Average,4194.3,1792.5
93.2,1188.0,32.3,BG 359,Rainfed,None,Excellent,4194.3,1628.9
90.5,1443.0,27.9,AT 362,Partial Irrigation,None,Average,4356.7,1867.4
43.6,1162.0,27.8,BG 359,Partial Irrigation,Severe,Excellent,4153.7,927.7
48.3,2140.0,24.4,BG 352,Rainfed,Severe,Good,4275.5,668.8
62.4,2194.0,26.5,BG 359,Rainfed,None,Good,4275.5,1580.3
47.8,1382.0,31.0,BG 358,Rainfed,None,Average,4356.7,1353.0
56.7,1822.0,27.6,BG 358,Rainfed,Moderate,Average,4356.7,1094.9
59.1,1430.0,25.6,BG 358,Partial Irrigation,None,Excellent,4275.5,2183.3
80.4,1081.0,25.1,BG 352,Full Irrigation,Severe,Poor,4194.3,743.4
42.0,1338.0,25.0,Traditional,Partial Irrigation,Moderate,Good,4234.9,917.7
100.4,1203.0,30.6,BG 358,Rainfed,Mild,Excellent,4234.9,1861.2
63.8,1327.0,30.1,BG 359,Rainfed,None,Good,4153.7,1687.3
90.6,1180.0,29.2,Traditional,Full Irrigation,Mild,Poor,4316.1,1052.1
28.1,1046.0,29.0,BG 358,Full Irrigation,Severe,Good,4153.7,934.7
67.0,1183.0,25.5,Traditional,Partial Irrigation,None,Poor,4316.1,724.0
22.8,2077.0,29.0,BG 359,Partial Irrigation,Moderate,Excellent,4356.7,1388.3
87.6,1011.0,24.6,Traditional,Rainfed,None,Average,4437.9,925.4
54.4,1322.0,33.3,BG 359,Full Irrigation,Severe,Average,4153.7,984.5
114.9,1587.0,24.6,BG 352,Rainfed,Mild,Excellent,4356.7,1927.2
52.4,1361.0,28.2,Traditional,Rainfed,None,Average,4113.1,989.2
76.4,1573.0,24.0,Traditional,Full Irrigation,None,Poor,4234.9,1177.4
45.7,956.0,31.9,Traditional,Rainfed,None,Excellent,4153.7,881.9
82.0,1743.0,25.7,BG 352,Rainfed,None,Good,4153.7,1633.7
66.7,1633.0,33.2,Traditional,Partial Irrigation,Moderate,Good,4153.7,946.4
57.1,1785.0,24.4,BG 358,Rainfed,None,Poor,4113.1,1113.6
40.4,1637.0,32.2,Traditional,Rainfed,Severe,Average,4397.3,511.6
31.2,1469.0,30.6,Traditional,Partial Irrigation,None,Average,4113.1,958.0
32.0,1355.0,26.5,BG 352,Rainfed,Mild,Average,4234.9,1201.7
119.9,1194.0,26.0,BG 358,Full Irrigation,Severe,Good,4356.7,1466.4
61.2,1550.0,27.6,BG 358,Rainfed,Mild,Poor,4437.9,1244.3
20.2,934.0,32.3,BG 358,Partial Irrigation,Moderate,Average,4397.3,921.6
115.3,1327.0,32.6,BG 359,Rainfed,Severe,Excellent,4153.7,1139.1
22.0,1781.0,25.8,BG 359,Full Irrigation,Mild,Good,4437.9,1777.9
61.9,1041.0,27.5,AT 362,Full Irrigation,Mild,Average,4316.1,1550.8
91.7,982.0,26.4,AT 362,Full Irrigation,None,Poor,4153.7,1419.7
111.5,1748.0,25.2,BG 358,Rainfed,None,Poor,4275.5,1424.8
91.3,1417.0,30.5,BG 352,Rainfed,None,Average,4437.9,1451.3
66.4,1942.0,27.5,AT 362,Full Irrigation,Moderate,Poor,4234.9,1251.0
117.4,2119.0,26.3,BG 352,Full Irrigation,Mild,Poor,4153.7,1825.2
23.9,2144.0,32.7,BG 352,Rainfed,Mild,Excellent,4397.3,1109.6
118.7,1453.0,31.5,AT 362,Rainfed,Severe,Excellent,4437.9,1090.1
104.9,1244.0,31.7,BG 358,Partial Irrigation,None,Good,4437.9,2233.2
112.9,1691.0,24.4,BG 352,Partial Irrigation,Severe,Excellent,4437.9,1259.2
45.5,1717.0,33.2,BG 358,Partial Irrigation,None,Average,4397.3,1547.3
34.2,1709.0,29.7,BG 359,Full Irrigation,None,Good,4275.5,2278.5
86.3,1318.0,29.0,Traditional,Partial Irrigation,Mild,Excellent,4153.7,1465.5
71.6,983.0,24.1,Traditional,Full Irrigation,None,Poor,4316.1,976.7
72.3,1173.0,33.0,AT 362,Full Irrigation,Mild,Average,4153.7,1288.7
112.5,1101.0,29.4,Traditional,Partial Irrigation,Mild,Poor,4275.5,980.1
82.0,1061.0,32.3,BG 359,Full Irrigation,Moderate,Excellent,4316.1,1693.1
51.1,2104.0,30.6,BG 359,Partial Irrigation,None,Excellent,4437.9,1740.3
60.0,918.0,32.0,Traditional,Rainfed,None,Good,4194.3,892.7
33.3,1682.0,30.9,BG 358,Rainfed,None,Good,4194.3,1392.9
39.2,2132.0,33.2,Traditional,Partial Irrigation,None,Average,4356.7,953.0
34.3,1368.0,26.3,Traditional,Full Irrigation,None,Poor,4113.1,1131.2
101.0,1585.0,26.0,BG 358,Full Irrigation,None,Excellent,4316.1,3216.1
90.5,1805.0,31.1,AT 362,Rainfed,Moderate,Excellent,4356.7,1208.8
73.0,1312.0,29.0,AT 362,Rainfed,Severe,Excellent,4275.5,918.4
57.4,1521.0,30.0,AT 362,Partial Irrigation,Moderate,Average,4234.9,1329.5
86.8,1962.0,31.1,BG 358,Partial Irrigation,None,Poor,4397.3,1359.5
101.3,1869.0,29.5,Traditional,Full Irrigation,Mild,Good,4234.9,1773.7
108.1,1951.0,31.9,BG 359,Rainfed,None,Poor,4356.7,1220.7
74.7,2184.0,27.2,BG 352,Full Irrigation,None,Poor,4275.5,1529.2
102.0,1381.0,32.6,BG 352,Partial Irrigation,None,Excellent,4113.1,2102.1
71.1,1871.0,25.1,AT 362,Partial Irrigation,Severe,Excellent,4275.5,890.8
67.5,1684.0,30.3,BG 359,Partial Irrigation,Mild,Average,4113.1,1501.3
106.5,1767.0,32.9,BG 352,Full Irrigation,None,Good,4437.9,2535.4
58.6,1862.0,26.5,BG 359,Partial Irrigation,Mild,Good,4316.1,1665.9
59.6,1875.0,27.3,BG 359,Partial Irrigation,Severe,Poor,4234.9,701.2
50.5,2051.0,27.1,BG 352,Full Irrigation,None,Poor,4275.5,1465.1
71.9,1354.0,29.6,BG 358,Rainfed,Moderate,Average,4316.1,1234.2
74.5,1750.0,28.1,BG 359,Partial Irrigation,None,Excellent,4194.3,2268.0
86.0,1264.0,25.1,AT 362,Full Irrigation,None,Average,4194.3,1817.3
63.1,1673.0,32.9,AT 362,Full Irrigation,Moderate,Good,4234.9,1535.5
41.8,1877.0,26.0,BG 352,Rainfed,None,Poor,4194.3,1052.6
106.7,1928.0,29.3,AT 362,Full Irrigation,Mild,Excellent,4356.7,2459.6
54.6,1446.0,29.9,Traditional,Full Irrigation,None,Excellent,4113.1,1893.6
112.3,1561.0,24.4,BG 352,Partial Irrigation,Mild,Average,4397.3,1745.0
40.7,1334.0,25.0,Traditional,Full Irrigation,Mild,Poor,4234.9,959.4
76.0,1120.0,33.7,BG 352,Partial Irrigation,Moderate,Excellent,4316.1,1371.2
73.7,1239.0,30.6,AT 362,Partial Irrigation,Moderate,Excellent,4153.7,1320.8
102.9,2086.0,24.3,BG 358,Partial Irrigation,Mild,Good,4234.9,1676.8
33.9,1302.0,31.9,AT 362,Rainfed,None,Average,4356.7,1084.1
111.0,2167.0,29.1,Traditional,Full Irrigation,None,Good,4194.3,1881.5
73.1,1214.0,24.8,Traditional,Rainfed,Mild,Average,4153.7,865.3
78.6,1840.0,30.8,Traditional,Rainfed,None,Good,4275.5,1056.7
71.0,1646.0,29.0,Traditional,Full Irrigation,None,Excellent,4153.7,1980.0
23.6,1806.0,26.0,BG 358,Full Irrigation,Severe,Average,4194.3,914.3
69.7,1737.0,32.8,BG 359,Partial Irrigation,None,Poor,4275.5,1467.5
46.4,1819.0,26.9,AT 362,Partial Irrigation,None,Good,4316.1,1615.2
54.3,2077.0,26.8,BG 352,Partial Irrigation,Moderate,Excellent,4316.1,1409.9
84.9,1633.0,26.7,BG 359,Partial Irrigation,Mild,Poor,4356.7,1653.1
69.8,988.0,31.7,BG 359,Partial Irrigation,Mild,Excellent,4397.3,1559.9
29.3,1252.0,31.1,Traditional,Partial Irrigation,None,Average,4113.1,892.8
27.3,1821.0,33.0,BG 352,Partial Irrigation,None,Good,4234.9,1346.4
38.6,1542.0,26.3,BG 352,Partial Irrigation,Mild,Good,4113.1,1497.2
39.1,1613.0,31.9,BG 352,Full Irrigation,None,Poor,4113.1,1354.9
80.8,1676.0,29.7,BG 359,Full Irrigation,Mild,Poor,4153.7,1878.6
37.8,1397.0,27.1,BG 359,Partial Irrigation,None,Excellent,4316.1,2213.0
108.2,1906.0,24.4,BG 359,Partial Irrigation,None,Good,4437.9,1881.5
41.0,1841.0,32.2,BG 358,Rainfed,None,Good,4356.7,1331.4
29.1,1829.0,26.4,BG 358,Rainfed,None,Average,4316.1,1210.5
107.6,1830.0,30.3,BG 359,Full Irrigation,None,Poor,4397.3,1743.8
49.5,2057.0,29.5,BG 352,Partial Irrigation,Mild,Average,4153.7,1252.2
62.5,1674.0,24.0,AT 362,Rainfed,Mild,Good,4397.3,1370.0
115.9,2157.0,33.9,BG 352,Partial Irrigation,None,Good,4437.9,1936.1
114.4,1055.0,32.1,AT 362,Full Irrigation,Mild,Average,4113.1,1484.0
91.5,1722.0,28.9,BG 359,Partial Irrigation,None,Poor,4275.5,1689.0
26.9,1832.0,30.8,Traditional,Full Irrigation,None,Poor,4397.3,839.0
79.3,1520.0,28.8,AT 362,Partial Irrigation,Moderate,Excellent,4275.5,1730.2
118.9,1275.0,31.4,BG 359,Rainfed,Mild,Good,4397.3,1781.1
114.7,1615.0,25.3,AT 362,Rainfed,Mild,Excellent,4437.9,1754.0
30.6,1374.0,28.5,BG 352,Rainfed,None,Poor,4275.5,1192.7
59.6,2082.0,27.4,BG 352,Full Irrigation,None,Average,4113.1,1751.9
51.6,1364.0,28.6,BG 359,Full Irrigation,Mild,Average,4234.9,2035.8
33.0,1128.0,28.5,Traditional,Partial Irrigation,Mild,Average,4153.7,778.7
89.5,1649.0,25.4,Traditional,Full Irrigation,Mild,Average,4275.5,1316.0
47.4,1415.0,33.8,BG 358,Partial Irrigation,Severe,Poor,4316.1,728.5
54.5,1025.0,24.2,BG 358,Full Irrigation,None,Poor,4275.5,1270.4
29.0,1634.0,24.1,Traditional,Full Irrigation,Moderate,Excellent,4153.7,1149.9
69.8,1599.0,27.7,BG 359,Partial Irrigation,Mild,Average,4194.3,1755.0
35.8,1125.0,30.2,BG 352,Partial Irrigation,None,Poor,4356.7,1052.9
63.2,1677.0,25.8,BG 358,Rainfed,None,Average,4113.1,1315.7
34.3,1638.0,29.3,Traditional,Full Irrigation,Mild,Excellent,4153.7,1543.8
115.4,1906.0,31.2,Traditional,Full Irrigation,None,Average,4437.9,1452.0
34.5,1370.0,24.9,Traditional,Rainfed,Mild,Excellent,4113.1,981.1
72.2,1223.0,33.8,BG 352,Full Irrigation,Mild,Poor,4234.9,1471.5
39.7,2137.0,27.4,Traditional,Rainfed,None,Poor,4153.7,692.7
27.6,1630.0,30.4,BG 352,Partial Irrigation,None,Good,4113.1,1384.1
40.2,935.0,25.1,Traditional,Full Irrigation,Mild,Good,4234.9,1091.7
25.5,1967.0,31.1,Traditional,Rainfed,None,Excellent,4275.5,938.2
33.9,1156.0,32.4,BG 358,Rainfed,Moderate,Average,4153.7,712.7
69.3,1922.0,25.1,BG 352,Partial Irrigation,None,Poor,4113.1,1072.3
85.2,1817.0,25.3,AT 362,Rainfed,Severe,Good,4153.7,766.3
28.7,2159.0,26.8,BG 352,Partial Irrigation,None,Average,4316.1,1295.7
64.1,2155.0,24.1,BG 359,Rainfed,None,Poor,4397.3,1093.7
78.1,1257.0,33.9,BG 358,Rainfed,Mild,Poor,4153.7,1163.8
43.4,1896.0,30.0,BG 359,Rainfed,None,Good,4194.3,1386.8
57.2,1312.0,30.1,Traditional,Full Irrigation,None,Good,4234.9,1441.0
27.2,1718.0,33.6,Traditional,Full Irrigation,None,Poor,4234.9,956.1
42.0,1677.0,32.3,BG 359,Rainfed,Mild,Good,4194.3,1399.2
66.7,971.0,32.1,BG 358,Rainfed,Mild,Excellent,4113.1,1314.6
119.0,907.0,27.4,Traditional,Full Irrigation,None,Excellent,4275.5,1984.0
119.6,975.0,27.3,BG 359,Rainfed,None,Average,4234.9,1602.6
118.0,1066.0,26.9,BG 352,Partial Irrigation,None,Poor,4234.9,1485.4
62.3,1235.0,27.5,Traditional,Full Irrigation,Severe,Good,4194.3,947.5
28.1,2079.0,27.7,Traditional,Rainfed,None,Good,4437.9,1006.5
52.4,1574.0,25.4,BG 358,Full Irrigation,Mild,Excellent,4316.1,2241.9
43.8,1936.0,27.6,BG 352,Rainfed,None,Good,4234.9,1437.3
21.4,1990.0,28.5,BG 352,Rainfed,Mild,Good,4153.7,1091.0
29.5,1855.0,27.1,BG 359,Partial Irrigation,Severe,Good,4397.3,904.2
65.3,1409.0,25.7,BG 358,Full Irrigation,None,Good,4397.3,2434.4
54.0,2023.0,27.7,AT 362,Partial Irrigation,Mild,Average,4113.1,1284.3
38.0,1865.0,28.8,AT 362,Rainfed,None,Average,4437.9,1123.9
91.6,1866.0,31.2,BG 352,Rainfed,Mild,Average,4356.7,1136.4
55.7,2072.0,31.1,Traditional,Full Irrigation,None,Average,4113.1,1167.6
105.2,1678.0,26.0,BG 352,Partial Irrigation,None,Excellent,4356.7,2383.3
44.1,1587.0,24.4,BG 352,Rainfed,None,Average,4113.1,1071.3
73.8,2057.0,27.0,AT 362,Partial Irrigation,None,Average,4113.1,1420.7
38.4,1491.0,25.6,AT 362,Partial Irrigation,Severe,Excellent,4153.7,850.2
69.5,1955.0,28.0,Traditional,Rainfed,Mild,Poor,4275.5,738.9
35.2,970.0,33.8,BG 359,Rainfed,None,Average,4316.1,1036.0
36.2,902.0,25.8,BG 359,Full Irrigation,None,Average,4234.9,1434.2
81.2,1587.0,27.2,AT 362,Full Irrigation,Mild,Average,4153.7,1853.0
46.4,996.0,31.3,AT 362,Rainfed,None,Average,4153.7,970.7
37.2,2170.0,29.1,AT 362,Rainfed,None,Excellent,4397.3,1427.2
113.0,907.0,24.4,BG 358,Partial Irrigation,Mild,Average,4437.9,1571.9
24.3,1834.0,25.6,Traditional,Partial Irrigation,None,Average,4356.7,792.2
76.5,1216.0,33.4,BG 358,Partial Irrigation,None,Average,4113.1,1542.7
74.8,2158.0,25.0,BG 358,Full Irrigation,None,Excellent,4397.3,2335.0
45.1,1396.0,30.4,BG 358,Rainfed,None,Excellent,4356.7,1753.9
65.3,935.0,31.9,BG 358,Rainfed,Mild,Poor,4275.5,846.1
28.8,935.0,26.7,BG 358,Full Irrigation,Mild,Poor,4153.7,1177.0
92.1,1619.0,31.3,BG 359,Full Irrigation,Severe,Poor,4437.9,1018.2
42.2,2183.0,25.7,AT 362,Rainfed,None,Average,4234.9,944.2
39.3,2174.0,26.8,BG 359,Partial Irrigation,Mild,Good,4113.1,1508.3
51.5,1338.0,27.1,Traditional,Partial Irrigation,Severe,Poor,4153.7,538.9
110.2,1528.0,34.0,BG 359,Rainfed,Mild,Good,4234.9,1663.6
99.6,1031.0,26.1,BG 359,Full Irrigation,Severe,Average,4113.1,1062.7
114.7,1579.0,25.3,BG 352,Rainfed,Severe,Excellent,4194.3,969.1
85.2,1680.0,33.3,Traditional,Partial Irrigation,Moderate,Good,4275.5,1105.1
86.3,1226.0,25.6,BG 352,Partial Irrigation,Severe,Average,4437.9,957.1
68.0,1696.0,32.8,BG 352,Full Irrigation,Mild,Good,4113.1,1901.3
110.5,2070.0,30.5,Traditional,Rainfed,None,Poor,4316.1,830.0
71.1,901.0,29.8,BG 359,Rainfed,Moderate,Average,4437.9,1143.7
55.5,1198.0,31.5,BG 352,Partial Irrigation,Moderate,Average,4397.3,967.0
84.0,1173.0,31.3,BG 359,Full Irrigation,None,Poor,4437.9,1530.1
74.6,1061.0,25.1,BG 359,Partial Irrigation,None,Average,4153.7,1345.8
32.4,1116.0,34.0,BG 352,Full Irrigation,None,Good,4397.3,1457.5
59.3,1714.0,33.4,AT 362,Partial Irrigation,Moderate,Good,4437.9,1296.3
51.3,1034.0,33.0,AT 362,Rainfed,None,Excellent,4194.3,1224.9
104.7,1860.0,30.2,BG 352,Partial Irrigation,None,Average,4275.5,1603.5
57.9,2053.0,29.2,AT 362,Full Irrigation,None,Good,4275.5,1897.8
102.2,2105.0,29.4,BG 358,Full Irrigation,None,Good,4275.5,2641.3
64.2,1758.0,24.1,AT 362,Full Irrigation,Severe,Excellent,4194.3,1106.4
95.4,1157.0,29.0,BG 358,Rainfed,None,Excellent,4437.9,1940.2
33.5,1011.0,30.2,BG 358,Partial Irrigation,None,Good,4437.9,1309.5
112.5,1202.0,30.6,BG 359,Partial Irrigation,None,Average,4234.9,2013.4
68.1,2151.0,27.3,BG 359,Partial Irrigation,Mild,Good,4397.3,2024.6
46.0,2151.0,28.7,BG 358,Full Irrigation,Mild,Good,4234.9,1844.0
44.1,1396.0,30.4,Traditional,Full Irrigation,None,Excellent,4397.3,1785.3
46.5,1324.0,28.3,AT 362,Rainfed,None,Poor,4316.1,1132.9
56.7,1563.0,33.6,BG 359,Rainfed,Moderate,Excellent,4275.5,1298.5
91.8,1279.0,31.1,BG 358,Partial Irrigation,Mild,Excellent,4153.7,1939.6
115.0,2174.0,24.0,BG 359,Full Irrigation,Mild,Poor,4316.1,1811.4
86.9,1188.0,24.2,BG 352,Full Irrigation,None,Average,4194.3,1608.7
74.7,1380.0,30.9,Traditional,Partial Irrigation,Severe,Poor,4153.7,516.6
64.9,1458.0,28.1,BG 352,Partial Irrigation,Mild,Good,4153.7,1736.5
102.8,1063.0,32.4,AT 362,Full Irrigation,None,Poor,4437.9,1439.4
105.0,1398.0,25.7,BG 358,Full Irrigation,Severe,Average,4113.1,1211.6
49.3,2014.0,24.1,AT 362,Rainfed,Moderate,Poor,4397.3,693.8
115.3,1082.0,27.9,BG 358,Rainfed,Mild,Poor,4397.3,1338.3
59.5,1659.0,31.4,BG 352,Partial Irrigation,Mild,Average,4113.1,1244.6
100.0,1429.0,33.7,Traditional,Partial Irrigation,None,Average,4316.1,1337.1
116.7,1122.0,32.8,AT 362,Rainfed,None,Good,4316.1,1385.6
90.4,916.0,28.8,BG 352,Rainfed,None,Poor,4234.9,1086.7
36.2,1255.0,32.1,BG 352,Rainfed,Mild,Average,4356.7,1121.6
78.6,980.0,24.7,BG 359,Rainfed,None,Excellent,4234.9,1415.8
31.9,1390.0,29.7,Traditional,Partial Irrigation,None,Excellent,4234.9,1245.5
98.9,1953.0,33.2,BG 359,Full Irrigation,Severe,Average,4234.9,1099.8
48.1,1836.0,28.0,BG 352,Rainfed,None,Poor,4397.3,1045.7
89.5,2132.0,33.6,AT 362,Rainfed,Moderate,Excellent,4316.1,1101.5
111.0,1455.0,26.2,BG 359,Rainfed,None,Good,4234.9,2039.5
38.1,1820.0,25.1,AT 362,Full Irrigation,None,Average,4437.9,1510.9
59.3,1765.0,29.2,BG 358,Partial Irrigation,None,Good,4397.3,2165.6
84.7,1182.0,33.1,BG 352,Partial Irrigation,None,Poor,4437.9,1152.6
62.0,1295.0,27.1,BG 352,Rainfed,None,Average,4356.7,1629.1
37.5,1589.0,32.0,AT 362,Full Irrigation,None,Average,4234.9,1585.5
22.9,1936.0,25.7,AT 362,Rainfed,Mild,Good,4356.7,1022.9
60.7,1500.0,31.5,BG 358,Full Irrigation,None,Poor,4194.3,1522.7
84.9,1196.0,29.6,BG 352,Full Irrigation,None,Average,4194.3,1704.8
77.4,2192.0,25.8,AT 362,Partial Irrigation,None,Excellent,4275.5,1676.7
35.6,1050.0,31.2,BG 352,Full Irrigation,None,Poor,4437.9,1154.4
65.1,2143.0,31.1,BG 352,Full Irrigation,None,Poor,4316.1,1426.6
56.9,1952.0,29.2,BG 359,Partial Irrigation,None,Excellent,4234.9,1848.1
47.4,1991.0,26.3,AT 362,Full Irrigation,Mild,Excellent,4275.5,1894.5
92.9,1933.0,25.3,Traditional,Partial Irrigation,Mild,Average,4194.3,1034.7
51.0,1171.0,33.6,AT 362,Partial Irrigation,Moderate,Poor,4316.1,751.3
74.0,1722.0,30.6,Traditional,Partial Irrigation,Mild,Good,4234.9,1193.8
112.3,1884.0,32.1,AT 362,Partial Irrigation,None,Average,4275.5,1527.1
73.9,1869.0,31.0,Traditional,Rainfed,None,Good,4234.9,966.3
81.7,1253.0,32.3,BG 352,Rainfed,None,Poor,4194.3,1133.9
27.3,1135.0,25.6,BG 352,Rainfed,Mild,Excellent,4437.9,1012.5
37.8,1327.0,29.0,AT 362,Rainfed,None,Good,4234.9,1372.3
30.1,1524.0,30.7,Traditional,Full Irrigation,None,Good,4113.1,1270.3
96.5,1646.0,25.0,AT 362,Rainfed,Severe,Good,4234.9,846.4
103.6,1988.0,25.5,BG 358,Full Irrigation,None,Poor,4275.5,1631.0
38.6,1900.0,30.3,BG 359,Partial Irrigation,None,Excellent,4113.1,1467.8
41.9,1779.0,32.7,BG 352,Partial Irrigation,Severe,Average,4194.3,794.0
52.3,1243.0,30.6,BG 358,Rainfed,None,Average,4153.7,1267.8
79.1,1523.0,24.4,AT 362,Full Irrigation,None,Excellent,4275.5,2305.7
82.2,1336.0,33.7,BG 352,Partial Irrigation,None,Poor,4356.7,1286.0
88.7,1205.0,25.4,BG 359,Partial Irrigation,None,Poor,4437.9,1674.6
110.5,913.0,26.3,BG 358,Partial Irrigation,Severe,Excellent,4234.9,1217.5
49.5,1341.0,33.7,BG 359,Full Irrigation,Mild,Average,4397.3,1746.4
85.9,1233.0,31.7,AT 362,Partial Irrigation,None,Good,4153.7,1685.4
76.0,1643.0,33.4,Traditional,Partial Irrigation,None,Good,4397.3,1428.1
50.6,981.0,32.1,BG 359,Full Irrigation,None,Excellent,4316.1,1689.9
