temperature,humidity,rainfall_7d_mm,growth_stage,likely_pest,risk_score,risk_level
27.9,56.8,88.7,Seedling,Rice Blast Risk,0.483,Medium
30.3,90.0,25.9,Seedling,Stem Borer,0.774,High
21.0,39.8,30.8,Flowering,Rice Blast Risk,0.573,Medium
22.3,70.9,112.3,Ripening,Rice Bug,0.704,High
23.4,58.5,9.8,Tillering,Leaf Folder,0.364,Low
30.0,41.9,49.8,Seedling,Stem Borer,0.458,Medium
26.8,30.9,69.2,Flowering,Rice Blast Risk,0.6,Medium
22.9,49.1,27.6,Tillering,Stem Borer,0.354,Low
35.7,34.3,33.7,Seedling,Rice Bug,0.093,Low
25.5,56.4,26.6,Vegetative,Leaf Folder,0.67,Medium
26.9,86.7,41.4,Vegetative,Leaf Folder,0.956,High
26.2,80.4,107.8,Ripening,Rice Bug,0.781,High
21.6,96.3,51.8,Ripening,Rice Blast Risk,1.0,High
32.6,59.9,50.1,Seedling,Rice Bug,0.306,Low
27.0,79.5,46.4,Tillering,Leaf Folder,1.0,High
18.3,76.6,115.7,Seedling,Stem Borer,0.462,Medium
37.3,45.2,14.1,Tillering,Leaf Folder,0.437,Medium
34.3,51.3,104.6,Seedling,Rice Bug,0.319,Low
32.5,67.1,39.3,Flowering,Rice Bug,1.0,High
35.4,85.8,114.8,Seedling,Rice Blast Risk,0.648,Medium
36.1,62.3,37.8,Ripening,Rice Bug,0.686,High
24.7,45.9,9.9,Vegetative,Leaf Folder,0.774,High
30.2,99.5,62.4,Vegetative,Stem Borer,1.0,High
30.2,38.1,27.3,Ripening,Rice Bug,0.811,High
23.3,96.9,90.4,Ripening,Rice Blast Risk,0.972,High
22.4,86.6,78.9,Seedling,Rice Blast Risk,1.0,High
20.3,88.7,82.4,Seedling,Rice Blast Risk,0.878,High
31.2,85.6,23.2,Ripening,Rice Bug,0.979,High
33.6,44.6,85.0,Ripening,Rice Bug,0.745,High
33.2,74.3,37.4,Tillering,Stem Borer,0.723,High
24.3,83.0,119.8,Seedling,Leaf Folder,0.704,High
22.1,82.2,87.8,Seedling,Rice Blast Risk,0.495,Medium
27.1,49.0,70.8,Vegetative,Stem Borer,0.733,High
28.9,42.7,104.1,Flowering,Rice Bug,0.811,High
36.4,53.0,70.7,Seedling,Rice Bug,0.367,Low
35.5,63.6,66.3,Flowering,Rice Bug,0.785,High
36.3,70.2,28.5,Ripening,Rice Bug,0.977,High
35.0,88.6,81.4,Seedling,Rice Blast Risk,0.586,Medium
37.3,83.8,45.0,Ripening,Rice Bug,1.0,High
27.3,77.3,5.2,Ripening,Rice Bug,1.0,High
18.9,48.4,97.9,Vegetative,Stem Borer,0.399,Low
19.7,63.5,6.2,Seedling,Brown Planthopper,0.019,Low
25.8,53.5,80.7,Vegetative,Leaf Folder,0.603,Medium
23.2,46.4,18.8,Vegetative,Leaf Folder,0.382,Low
21.4,30.7,51.9,Vegetative,Rice Blast Risk,0.568,Medium
37.1,53.8,103.1,Ripening,Rice Bug,0.653,Medium
21.9,47.9,11.3,Seedling,Rice Blast Risk,0.382,Low
37.2,70.0,80.1,Vegetative,Stem Borer,0.622,Medium
33.2,34.4,73.5,Flowering,Rice Bug,0.818,High
30.8,48.9,104.1,Seedling,Stem Borer,0.41,Low
31.5,33.1,20.7,Seedling,Stem Borer,0.377,Low
24.6,74.9,96.0,Vegetative,Stem Borer,0.75,High
30.9,69.8,54.0,Ripening,Rice Bug,1.0,High
21.7,53.6,51.4,Ripening,Rice Blast Risk,0.616,Medium
36.8,40.3,43.4,Ripening,Rice Bug,0.754,High
24.0,97.1,46.3,Ripening,Rice Blast Risk,1.0,High
23.1,70.9,62.4,Seedling,Rice Blast Risk,0.536,Medium
32.2,77.5,12.8,Tillering,Leaf Folder,0.713,High
31.1,67.2,51.0,Tillering,Stem Borer,0.785,High
27.0,86.5,78.2,Seedling,Rice Blast Risk,0.975,High
30.6,92.7,59.8,Ripening,Rice Bug,1.0,High
21.2,56.8,19.9,Flowering,Rice Bug,0.456,Medium
31.5,78.3,43.6,Ripening,Rice Bug,0.897,High
23.4,46.1,53.2,Vegetative,Rice Blast Risk,0.56,Medium
23.5,75.6,80.3,Flowering,Rice Bug,0.769,High
21.2,57.9,108.1,Seedling,Rice Blast Risk,0.544,Medium
24.6,30.5,66.0,Seedling,Rice Blast Risk,0.475,Medium
24.6,96.9,81.2,Flowering,Rice Blast Risk,1.0,High
27.1,90.8,9.3,Seedling,Rice Blast Risk,0.813,High
21.8,50.4,114.5,Vegetative,Rice Blast Risk,0.506,Medium
21.9,99.8,37.8,Flowering,Rice Blast Risk,0.932,High
28.8,52.2,42.5,Tillering,Stem Borer,0.687,High
20.6,62.1,26.7,Vegetative,Stem Borer,0.433,Medium
31.8,89.6,10.2,Vegetative,Stem Borer,0.921,High
36.9,51.3,94.8,Flowering,Rice Bug,0.706,High
26.5,61.5,28.9,Ripening,Rice Bug,0.507,Medium
36.0,76.6,33.9,Flowering,Rice Bug,1.0,High
20.0,39.1,21.8,Vegetative,Stem Borer,0.341,Low
18.9,59.6,117.0,Tillering,Stem Borer,0.403,Low
32.4,51.7,93.7,Seedling,Rice Bug,0.317,Low
33.2,77.4,111.6,Seedling,Rice Bug,0.436,Medium
34.9,39.5,103.4,Vegetative,Stem Borer,0.458,Medium
19.1,46.3,108.8,Vegetative,Stem Borer,0.481,Medium
33.5,79.8,57.5,Ripening,Rice Bug,0.989,High
25.5,40.9,20.5,Ripening,Rice Bug,0.483,Medium
24.1,59.5,39.2,Seedling,Rice Blast Risk,0.602,Medium
21.5,79.9,35.1,Vegetative,Stem Borer,0.691,High
37.9,83.6,86.1,Seedling,Rice Bug,0.382,Low
19.3,36.6,3.1,Seedling,Brown Planthopper,0.095,Low
34.5,89.6,17.0,Vegetative,Brown Planthopper,0.724,High
30.8,80.7,81.9,Ripening,Rice Bug,1.0,High
32.7,53.8,14.8,Seedling,Rice Bug,0.206,Low
32.2,83.5,5.8,Flowering,Rice Bug,0.987,High
35.2,81.0,13.1,Vegetative,Brown Planthopper,0.749,High
21.7,72.1,82.9,Tillering,Stem Borer,0.697,High
18.0,69.1,16.7,Ripening,Rice Bug,0.674,Medium
30.0,81.4,17.6,Ripening,Rice Bug,1.0,High
25.1,99.9,27.6,Ripening,Rice Blast Risk,0.789,High
20.5,70.5,90.1,Tillering,Stem Borer,0.755,High
21.7,86.6,24.0,Seedling,Rice Blast Risk,0.73,High
24.6,82.1,4.2,Ripening,Rice Bug,0.744,High
19.4,89.9,108.7,Ripening,Rice Bug,0.775,High
19.1,96.8,105.2,Ripening,Rice Bug,0.746,High
36.3,43.5,22.2,Tillering,Stem Borer,0.341,Low
24.2,41.6,31.8,Vegetative,Leaf Folder,0.531,Medium
37.6,71.0,22.6,Seedling,Rice Bug,0.576,Medium
37.3,61.5,86.3,Vegetative,Stem Borer,0.412,Low
20.9,70.0,30.0,Vegetative,Rice Blast Risk,0.608,Medium
32.3,85.9,111.8,Vegetative,Stem Borer,0.746,High
30.0,95.2,99.3,Ripening,Rice Bug,1.0,High
31.8,59.2,70.6,Flowering,Rice Bug,0.734,High
19.9,80.3,1.1,Vegetative,Brown Planthopper,0.724,High
21.8,43.8,106.0,Flowering,Rice Blast Risk,0.622,Medium
19.5,67.4,87.3,Flowering,Rice Bug,0.754,High
30.1,31.5,94.5,Tillering,Stem Borer,0.795,High
37.7,65.3,8.6,Ripening,Rice Bug,0.925,High
31.4,68.2,85.0,Ripening,Rice Bug,0.92,High
32.2,81.5,96.6,Tillering,Stem Borer,0.749,High
37.7,75.5,114.8,Tillering,Stem Borer,0.659,Medium
31.6,55.1,69.7,Vegetative,Stem Borer,0.802,High
18.8,30.4,61.0,Flowering,Rice Bug,0.567,Medium
35.3,38.1,51.0,Ripening,Rice Bug,0.829,High
25.3,98.1,84.2,Flowering,Rice Blast Risk,1.0,High
18.1,94.6,110.5,Vegetative,Stem Borer,0.654,Medium
28.1,52.8,72.0,Tillering,Stem Borer,0.617,Medium
36.7,48.1,27.3,Flowering,Rice Bug,0.825,High
23.1,60.5,2.1,Seedling,Rice Blast Risk,0.275,Low
27.8,78.3,74.3,Tillering,Leaf Folder,1.0,High
21.5,55.0,103.8,Flowering,Rice Blast Risk,0.583,Medium
19.2,34.7,7.9,Tillering,Leaf Folder,0.346,Low
19.6,58.2,47.7,Flowering,Rice Bug,0.522,Medium
32.5,48.2,112.8,Ripening,Rice Bug,0.773,High
35.3,52.7,60.2,Seedling,Rice Bug,0.24,Low
20.9,41.4,26.5,Tillering,Stem Borer,0.471,Medium
23.8,76.1,42.4,Flowering,Rice Bug,0.82,High
21.9,66.9,49.0,Ripening,Rice Bug,0.758,High
18.5,49.0,14.1,Tillering,Leaf Folder,0.32,Low
29.1,68.8,79.3,Ripening,Rice Bug,1.0,High
32.0,64.5,71.1,Vegetative,Stem Borer,0.599,Medium
31.0,85.7,77.7,Tillering,Stem Borer,1.0,High
25.8,96.9,73.3,Ripening,Rice Blast Risk,1.0,High
29.1,39.1,2.0,Tillering,Leaf Folder,0.609,Medium
19.9,91.9,20.9,Vegetative,Brown Planthopper,0.749,High
21.1,79.3,19.9,Tillering,Leaf Folder,0.699,High
36.6,78.5,11.8,Flowering,Rice Bug,0.973,High
33.2,56.2,88.3,Ripening,Rice Bug,0.798,High
36.5,54.1,14.4,Flowering,Rice Bug,0.696,High
36.3,30.4,80.2,Seedling,Rice Bug,0.293,Low
31.0,98.8,21.4,Seedling,Stem Borer,0.601,Medium
36.6,72.5,14.2,Ripening,Rice Bug,1.0,High
26.3,58.2,19.5,Tillering,Leaf Folder,0.652,Medium
18.1,68.1,61.0,Vegetative,Stem Borer,0.373,Low
19.3,32.8,77.5,Vegetative,Stem Borer,0.419,Low
20.2,42.2,97.4,Seedling,Rice Blast Risk,0.546,Medium
19.9,73.6,15.4,Seedling,Stem Borer,0.353,Low
25.0,66.0,73.9,Flowering,Rice Bug,0.778,High
32.0,85.1,92.9,Flowering,Rice Bug,1.0,High
33.8,76.1,37.5,Tillering,Stem Borer,0.715,High
29.8,72.1,9.6,Seedling,Stem Borer,0.576,Medium
20.9,87.1,18.7,Flowering,Rice Blast Risk,0.785,High
33.0,34.8,11.0,Ripening,Rice Bug,0.762,High
25.1,78.4,106.5,Ripening,Rice Bug,0.741,High
18.3,80.1,45.2,Vegetative,Stem Borer,0.756,High
23.6,49.3,62.8,Flowering,Rice Blast Risk,0.555,Medium
24.6,43.7,92.2,Vegetative,Leaf Folder,0.669,Medium
23.5,45.0,44.6,Ripening,Rice Blast Risk,0.48,Medium
34.2,43.9,77.9,Ripening,Rice Bug,0.797,High
33.2,66.7,9.2,Vegetative,Rice Bug,0.471,Medium
31.9,39.5,57.7,Tillering,Stem Borer,0.648,Medium
20.8,76.2,11.6,Vegetative,Leaf Folder,0.782,High
34.2,37.4,29.8,Flowering,Rice Bug,0.785,High
31.5,31.9,35.2,Vegetative,Stem Borer,0.749,High
21.9,52.4,86.1,Flowering,Rice Blast Risk,0.573,Medium
31.0,43.4,80.9,Ripening,Rice Bug,0.745,High
27.7,99.2,89.6,Ripening,Rice Bug,0.986,High
26.8,51.2,7.4,Seedling,Brown Planthopper,0.439,Medium
20.2,45.5,119.3,Seedling,Rice Blast Risk,0.607,Medium
28.4,43.8,6.5,Ripening,Rice Bug,0.747,High
20.0,56.2,99.1,Seedling,Rice Blast Risk,0.304,Low
21.3,72.4,88.8,Tillering,Stem Borer,0.69,High
20.7,84.7,71.0,Ripening,Rice Bug,0.68,High
37.1,55.5,52.7,Tillering,Stem Borer,0.314,Low
23.7,73.8,90.9,Seedling,Rice Blast Risk,0.466,Medium
25.1,63.7,88.8,Ripening,Rice Blast Risk,0.529,Medium
24.4,89.3,16.5,Flowering,Rice Blast Risk,0.788,High
36.0,69.8,95.1,Vegetative,Rice Bug,0.534,Medium
29.3,50.3,9.4,Flowering,Rice Bug,0.749,High
36.4,79.3,60.1,Flowering,Rice Bug,1.0,High
24.0,87.4,77.4,Tillering,Rice Blast Risk,1.0,High
20.3,62.6,98.6,Ripening,Rice Blast Risk,0.551,Medium
29.1,99.1,55.6,Flowering,Rice Bug,0.971,High
24.9,91.5,28.4,Vegetative,Leaf Folder,1.0,High
34.0,43.8,58.9,Ripening,Rice Bug,0.673,Medium
35.6,85.1,30.0,Ripening,Rice Bug,1.0,High
27.5,72.1,63.4,Seedling,Stem Borer,0.691,High
37.4,67.4,55.5,Vegetative,Rice Bug,0.539,Medium
29.1,66.0,93.7,Flowering,Rice Bug,0.999,High
23.4,89.7,28.8,Ripening,Rice Blast Risk,0.8,High
27.8,72.8,24.0,Flowering,Rice Bug,0.987,High
18.7,67.6,56.9,Tillering,Stem Borer,0.47,Medium
34.1,33.4,6.1,Vegetative,Leaf Folder,0.35,Low
20.0,61.4,27.5,Seedling,Rice Blast Risk,0.448,Medium
24.2,93.6,42.4,Ripening,Rice Blast Risk,1.0,High
29.3,79.8,58.5,Tillering,Leaf Folder,1.0,High
18.9,33.6,32.3,Tillering,Stem Borer,0.393,Low
19.6,91.9,67.3,Ripening,Rice Bug,0.778,High
31.9,87.9,105.4,Seedling,Stem Borer,0.671,Medium
19.4,68.3,65.2,Vegetative,Stem Borer,0.407,Low
27.5,31.6,34.4,Ripening,Rice Bug,0.75,High
24.8,69.4,7.4,Vegetative,Leaf Folder,0.666,Medium
22.6,33.8,16.4,Ripening,Rice Bug,0.518,Medium
21.8,52.4,67.3,Ripening,Rice Blast Risk,0.57,Medium
33.3,74.0,82.0,Seedling,Rice Bug,0.505,Medium
37.0,93.9,6.0,Tillering,Brown Planthopper,0.778,High
20.8,55.0,22.3,Flowering,Rice Bug,0.521,Medium
37.2,90.2,38.3,Tillering,Brown Planthopper,0.83,High
29.9,94.3,38.4,Vegetative,Leaf Folder,1.0,High
30.8,31.5,115.0,Seedling,Stem Borer,0.448,Medium
32.2,46.8,24.5,Seedling,Rice Bug,0.214,Low
32.1,79.7,7.5,Seedling,Rice Bug,0.57,Medium
34.4,83.0,42.4,Vegetative,Stem Borer,0.665,Medium
27.7,57.5,16.1,Vegetative,Leaf Folder,0.673,Medium
28.7,76.0,15.2,Ripening,Rice Bug,0.987,High
24.5,72.9,48.9,Tillering,Stem Borer,0.723,High
20.1,81.8,36.8,Seedling,Rice Blast Risk,0.538,Medium
31.3,80.3,11.0,Seedling,Stem Borer,0.561,Medium
18.7,36.0,72.5,Seedling,Rice Blast Risk,0.186,Low
23.5,41.1,60.2,Vegetative,Rice Blast Risk,0.627,Medium
19.9,39.3,9.3,Flowering,Rice Bug,0.523,Medium
21.8,95.3,103.5,Seedling,Rice Blast Risk,0.936,High
30.8,93.9,34.2,Tillering,Stem Borer,1.0,High
30.6,85.8,115.4,Tillering,Stem Borer,0.955,High
26.4,38.2,111.8,Seedling,Rice Blast Risk,0.587,Medium
19.8,70.2,52.1,Seedling,Stem Borer,0.428,Medium
26.7,43.1,27.4,Vegetative,Stem Borer,0.731,High
25.1,55.8,100.2,Seedling,Rice Blast Risk,0.643,Medium
32.4,48.7,43.4,Flowering,Rice Bug,0.709,High
29.6,88.0,19.6,Ripening,Rice Bug,1.0,High
27.8,40.1,66.2,Flowering,Rice Bug,0.813,High
27.7,75.2,58.7,Flowering,Rice Bug,0.968,High
37.3,98.9,102.0,Flowering,Rice Bug,0.963,High
33.1,78.1,87.5,Ripening,Rice Bug,0.986,High
27.9,35.5,105.1,Seedling,Rice Blast Risk,0.566,Medium
27.6,93.5,88.2,Ripening,Rice Bug,0.929,High
18.5,75.0,77.1,Tillering,Stem Borer,0.728,High
36.9,61.9,60.0,Tillering,Stem Borer,0.33,Low
24.4,76.2,118.5,Flowering,Rice Bug,0.815,High
23.1,91.5,115.1,Tillering,Rice Blast Risk,1.0,High
38.0,63.4,101.9,Vegetative,Stem Borer,0.496,Medium
32.4,67.2,93.0,Seedling,Rice Bug,0.533,Medium
18.9,61.7,69.3,Seedling,Rice Blast Risk,0.185,Low
19.2,35.1,31.2,Seedling,Rice Blast Risk,0.16,Low
18.5,85.1,105.1,Vegetative,Stem Borer,0.712,High
30.0,38.8,1.3,Flowering,Rice Bug,0.748,High
19.4,57.6,27.3,Vegetative,Stem Borer,0.459,Medium
36.7,57.1,48.4,Tillering,Stem Borer,0.354,Low
36.7,49.6,70.3,Seedling,Rice Bug,0.351,Low
28.9,58.2,67.3,Tillering,Stem Borer,0.764,High
30.3,73.3,21.1,Ripening,Rice Bug,0.99,High
23.8,51.8,12.6,Vegetative,Leaf Folder,0.44,Medium
19.3,42.1,26.7,Tillering,Stem Borer,0.361,Low
32.7,90.9,41.8,Ripening,Rice Bug,1.0,High
20.0,98.0,1.7,Flowering,Rice Blast Risk,0.736,High
19.7,62.1,83.1,Vegetative,Stem Borer,0.492,Medium
24.2,52.9,29.7,Seedling,Rice Blast Risk,0.268,Low
18.2,33.3,42.2,Ripening,Rice Bug,0.428,Medium
26.7,32.6,40.2,Flowering,Rice Blast Risk,0.518,Medium
32.2,57.5,61.4,Seedling,Rice Bug,0.316,Low
34.0,95.1,103.2,Tillering,Stem Borer,0.748,High
30.1,81.1,17.9,Ripening,Rice Bug,1.0,High
34.9,54.4,40.9,Ripening,Rice Bug,0.801,High
26.1,97.8,83.0,Seedling,Rice Blast Risk,0.994,High
35.0,60.0,5.3,Tillering,Leaf Folder,0.371,Low
28.1,49.4,99.6,Ripening,Rice Bug,0.833,High
22.5,59.8,115.4,Flowering,Rice Blast Risk,0.538,Medium
36.9,44.8,72.9,Tillering,Stem Borer,0.362,Low
23.5,92.0,114.8,Vegetative,Rice Blast Risk,1.0,High
18.5,55.3,49.6,Flowering,Rice Bug,0.537,Medium
22.9,76.1,49.8,Tillering,Stem Borer,0.706,High
25.3,57.2,12.7,Tillering,Leaf Folder,0.7,High
25.0,93.1,4.3,Ripening,Rice Blast Risk,0.79,High
28.5,75.0,29.3,Vegetative,Stem Borer,1.0,High
35.7,64.2,57.4,Flowering,Rice Bug,0.769,High
23.8,39.3,60.9,Seedling,Rice Blast Risk,0.564,Medium
28.4,93.1,26.1,Flowering,Rice Bug,1.0,High
24.8,68.3,73.5,Tillering,Leaf Folder,0.668,Medium
34.4,50.0,21.7,Ripening,Rice Bug,0.735,High
21.2,91.5,39.1,Vegetative,Rice Blast Risk,1.0,High
20.1,33.8,23.5,Ripening,Rice Bug,0.55,Medium
28.1,52.0,83.6,Tillering,Stem Borer,0.739,High
31.4,67.6,62.0,Vegetative,Stem Borer,0.736,High
33.9,53.8,88.3,Seedling,Rice Bug,0.175,Low
29.8,63.4,6.9,Seedling,Brown Planthopper,0.275,Low
33.5,48.5,51.0,Vegetative,Stem Borer,0.464,Medium
25.9,39.1,116.0,Tillering,Leaf Folder,0.672,Medium
18.7,32.6,6.4,Ripening,Rice Bug,0.499,Medium
20.3,41.0,50.2,Ripening,Rice Blast Risk,0.585,Medium
18.8,96.7,4.8,Flowering,Rice Bug,0.846,High
24.6,70.3,17.6,Tillering,Leaf Folder,0.721,High
27.9,64.2,55.5,Flowering,Rice Bug,0.798,High
25.1,56.9,18.9,Vegetative,Leaf Folder,0.606,Medium
29.2,79.6,62.3,Vegetative,Leaf Folder,0.962,High
27.6,39.9,110.7,Tillering,Stem Borer,0.581,Medium
31.6,49.3,24.0,Ripening,Rice Bug,0.782,High
31.3,75.9,12.9,Seedling,Stem Borer,0.655,Medium
24.4,63.5,99.0,Seedling,Rice Blast Risk,0.61,Medium
24.9,83.9,55.2,Seedling,Leaf Folder,0.684,High
29.7,92.8,105.9,Vegetative,Leaf Folder,0.992,High
29.9,87.6,36.7,Seedling,Brown Planthopper,0.772,High
24.3,42.9,75.3,Seedling,Rice Blast Risk,0.509,Medium
24.6,36.4,110.8,Seedling,Rice Blast Risk,0.542,Medium
31.9,41.9,20.6,Vegetative,Stem Borer,0.651,Medium
30.9,84.8,96.1,Flowering,Rice Bug,1.0,High
20.7,94.0,75.8,Seedling,Rice Blast Risk,0.935,High
26.8,94.8,97.6,Vegetative,Leaf Folder,0.99,High
35.9,50.9,20.5,Ripening,Rice Bug,0.653,Medium
18.7,88.8,52.1,Seedling,Rice Blast Risk,0.665,Medium
35.1,67.5,15.5,Ripening,Rice Bug,1.0,High
21.3,87.6,115.2,Tillering,Rice Blast Risk,0.982,High
28.1,68.4,7.5,Flowering,Rice Bug,0.953,High
26.5,40.2,7.9,Vegetative,Leaf Folder,0.65,Medium
18.2,35.5,107.8,Vegetative,Stem Borer,0.373,Low
36.3,97.0,36.1,Vegetative,Brown Planthopper,0.693,High
27.1,59.8,71.6,Seedling,Rice Blast Risk,0.648,Medium
37.1,54.5,34.5,Vegetative,Stem Borer,0.409,Low
23.7,54.9,77.9,Ripening,Rice Blast Risk,0.577,Medium
35.3,56.5,23.1,Seedling,Rice Bug,0.227,Low
36.4,96.1,55.1,Tillering,Stem Borer,0.661,Medium
29.1,34.4,64.0,Flowering,Rice Bug,0.749,High
22.1,38.3,40.0,Seedling,Rice Blast Risk,0.675,Medium
31.7,85.3,30.2,Seedling,Stem Borer,0.686,High
29.0,68.5,16.8,Tillering,Leaf Folder,0.668,Medium
36.9,39.0,84.7,Vegetative,Stem Borer,0.359,Low
26.8,32.4,20.2,Ripening,Rice Bug,0.362,Low
23.4,45.7,35.1,Seedling,Rice Blast Risk,0.511,Medium
20.8,48.3,40.4,Seedling,Rice Blast Risk,0.669,Medium
32.0,31.0,54.5,Vegetative,Stem Borer,0.73,High
37.5,45.1,84.3,Vegetative,Stem Borer,0.482,Medium
18.6,81.7,51.4,Seedling,Brown Planthopper,0.383,Low
32.8,89.9,104.5,Flowering,Rice Bug,0.882,High
36.5,92.9,81.6,Vegetative,Stem Borer,0.645,Medium
19.5,57.3,100.6,Tillering,Stem Borer,0.42,Low
20.2,52.4,86.0,Vegetative,Rice Blast Risk,0.562,Medium
31.8,100.0,17.8,Seedling,Stem Borer,0.599,Medium
31.0,83.9,117.4,Seedling,Stem Borer,0.673,Medium
19.4,67.6,94.4,Seedling,Rice Bug,0.297,Low
34.7,47.8,68.7,Ripening,Rice Bug,0.725,High
28.5,52.5,19.8,Vegetative,Leaf Folder,0.665,Medium
36.1,66.1,20.7,Vegetative,Rice Bug,0.51,Medium
35.6,67.9,73.7,Tillering,Rice Bug,0.482,Medium
34.3,31.0,49.9,Seedling,Rice Bug,0.206,Low
28.3,97.2,81.1,Flowering,Rice Bug,0.979,High
23.0,70.3,44.7,Tillering,Stem Borer,0.794,High
28.1,71.2,61.5,Flowering,Rice Bug,1.0,High
20.0,44.8,22.6,Seedling,Rice Blast Risk,0.401,Low
31.2,83.5,18.6,Seedling,Stem Borer,0.561,Medium
20.7,81.6,9.1,Flowering,Rice Bug,0.678,Medium
28.2,36.7,98.4,Vegetative,Stem Borer,0.755,High
19.1,71.6,66.6,Seedling,Stem Borer,0.445,Medium
24.0,76.1,113.7,Tillering,Stem Borer,0.707,High
22.6,88.5,89.9,Tillering,Rice Blast Risk,0.981,High
30.4,44.4,92.3,Ripening,Rice Bug,0.677,Medium
33.7,91.4,61.1,Ripening,Rice Bug,1.0,High
19.1,62.3,97.9,Tillering,Stem Borer,0.459,Medium
35.0,36.8,113.0,Seedling,Rice Bug,0.216,Low
35.2,37.4,86.6,Flowering,Rice Bug,0.712,High
24.8,43.8,12.7,Vegetative,Leaf Folder,0.712,High
31.2,49.8,78.1,Ripening,Rice Bug,0.718,High
26.1,64.7,14.5,Flowering,Brown Planthopper,0.689,High
21.1,82.4,9.3,Vegetative,Brown Planthopper,0.695,High
28.6,43.1,83.1,Ripening,Rice Bug,0.731,High
19.7,99.5,100.2,Tillering,Stem Borer,0.702,High
35.6,41.3,19.1,Vegetative,Leaf Folder,0.331,Low
36.5,72.0,8.9,Seedling,Rice Bug,0.556,Medium
34.4,95.0,106.4,Flowering,Rice Bug,1.0,High
29.3,88.3,15.9,Vegetative,Leaf Folder,1.0,High
29.2,75.4,4.2,Seedling,Leaf Folder,0.659,Medium
37.7,80.1,86.5,Seedling,Rice Bug,0.477,Medium
23.0,39.4,101.7,Flowering,Rice Blast Risk,0.55,Medium
19.5,30.7,61.7,Ripening,Rice Bug,0.479,Medium
29.2,60.4,64.8,Vegetative,Stem Borer,0.773,High
24.6,36.3,40.4,Vegetative,Leaf Folder,0.7,High
24.4,55.0,28.6,Flowering,Rice Bug,0.495,Medium
18.1,45.7,90.6,Seedling,Rice Blast Risk,0.154,Low
29.9,94.1,101.9,Seedling,Brown Planthopper,0.777,High
23.3,91.6,38.5,Flowering,Rice Blast Risk,1.0,High
21.8,87.3,32.9,Tillering,Rice Blast Risk,0.993,High
18.8,80.0,32.1,Seedling,Stem Borer,0.477,Medium
25.3,40.8,6.1,Vegetative,Leaf Folder,0.625,Medium
35.6,33.4,33.7,Seedling,Rice Bug,0.234,Low
24.7,75.8,3.1,Flowering,Rice Bug,0.738,High
31.6,75.0,94.6,Flowering,Rice Bug,0.934,High
33.1,55.9,30.7,Flowering,Rice Bug,0.766,High
24.6,63.1,82.8,Seedling,Rice Blast Risk,0.512,Medium
34.4,64.2,65.2,Ripening,Rice Bug,0.721,High
31.8,46.8,100.5,Vegetative,Stem Borer,0.665,Medium
29.2,52.0,115.2,Ripening,Rice Bug,0.721,High
18.0,59.3,44.1,Ripening,Rice Bug,0.458,Medium
18.7,72.2,10.6,Tillering,Stem Borer,0.612,Medium
37.8,96.9,90.0,Flowering,Rice Bug,0.992,High
33.6,67.7,2.6,Flowering,Rice Bug,1.0,High
36.8,81.2,26.8,Flowering,Rice Bug,1.0,High
36.0,86.5,6.4,Seedling,Brown Planthopper,0.492,Medium
18.4,37.9,107.8,Seedling,Rice Blast Risk,0.23,Low
33.8,75.7,0.6,Ripening,Rice Bug,1.0,High
27.0,63.7,59.1,Flowering,Rice Bug,0.747,High
33.8,70.1,50.9,Flowering,Rice Bug,1.0,High
18.1,32.7,78.3,Vegetative,Stem Borer,0.401,Low
23.8,93.4,34.8,Tillering,Rice Blast Risk,1.0,High
33.0,96.7,104.8,Vegetative,Stem Borer,0.671,Medium
33.9,30.2,88.1,Tillering,Stem Borer,0.375,Low
30.4,44.9,51.9,Flowering,Rice Bug,0.751,High
24.0,42.6,43.0,Flowering,Rice Blast Risk,0.451,Medium
24.2,84.7,97.9,Vegetative,Leaf Folder,1.0,High
37.3,71.9,90.8,Ripening,Rice Bug,1.0,High
26.8,42.4,47.9,Seedling,Rice Blast Risk,0.559,Medium
26.9,87.0,41.0,Ripening,Rice Blast Risk,1.0,High
29.0,54.7,4.7,Flowering,Rice Bug,0.804,High
26.2,62.3,9.8,Tillering,Leaf Folder,0.584,Medium
29.1,57.1,6.5,Vegetative,Leaf Folder,0.696,High
26.6,66.5,2.9,Vegetative,Leaf Folder,0.629,Medium
34.5,63.6,18.3,Vegetative,Leaf Folder,0.465,Medium
36.2,49.2,102.9,Ripening,Rice Bug,0.741,High
36.6,59.7,95.8,Seedling,Rice Bug,0.295,Low
29.3,93.6,101.5,Flowering,Rice Bug,0.991,High
26.8,65.2,74.9,Ripening,Rice Bug,0.86,High
32.1,94.1,74.9,Tillering,Stem Borer,0.674,Medium
34.8,68.5,14.9,Flowering,Rice Bug,1.0,High
29.3,83.8,83.9,Tillering,Leaf Folder,1.0,High
32.0,50.6,33.6,Tillering,Stem Borer,0.72,High
33.0,85.3,62.3,Flowering,Rice Bug,1.0,High
31.5,48.5,114.6,Ripening,Rice Bug,0.717,High
32.9,31.4,104.5,Flowering,Rice Bug,0.621,Medium
22.2,41.3,28.0,Ripening,Rice Bug,0.554,Medium
28.0,31.5,88.4,Tillering,Stem Borer,0.676,Medium
29.8,96.3,12.5,Flowering,Rice Bug,1.0,High
18.0,100.0,3.2,Ripening,Rice Bug,0.768,High
35.1,83.4,3.4,Vegetative,Brown Planthopper,0.76,High
